,geometry,section,year,floor,hall name
103,"POLYGON ((-73.97536816444604 40.78088863879925, -73.97526894375126 40.7810367066053, -73.97478199911076 40.78084131816021, -73.97488427274999 40.78069477682639, -73.97536816444604 40.78088863879925))",4,1939,2,"['Mexican and Central American Hall', 'Mexican and Central American Indians', 'Mexican Hall', 'Mexican Hall']"
104,"POLYGON ((-73.97536816444604 40.78088863879925, -73.97526894375126 40.7810367066053, -73.97478199911076 40.78084131816021, -73.97488427274999 40.78069477682639, -73.97536816444604 40.78088863879925))",4,1939,3,"['Anthropology', 'Comparative Anatomy', 'Hall of the Natural History of Man']"
105,"POLYGON ((-73.97536816444604 40.78088863879925, -73.97526894375126 40.7810367066053, -73.97478199911076 40.78084131816021, -73.97488427274999 40.78069477682639, -73.97536816444604 40.78088863879925))",4,1939,4,"['Minerals and Gems', 'Morgan Memorial Hall of Minerals and Gems']"
106,"POLYGON ((-73.97536816444604 40.78088863879925, -73.97526894375126 40.7810367066053, -73.97478199911076 40.78084131816021, -73.97488427274999 40.78069477682639, -73.97536816444604 40.78088863879925))",4,1940,3,['Races of Man Hall']
107,"POLYGON ((-73.97536816444604 40.78088863879925, -73.97526894375126 40.7810367066053, -73.97478199911076 40.78084131816021, -73.97488427274999 40.78069477682639, -73.97536816444604 40.78088863879925))",4,1940,4,['Morgan Hall']
108,"POLYGON ((-73.97536816444604 40.78088863879925, -73.97526894375126 40.7810367066053, -73.97478199911076 40.78084131816021, -73.97488427274999 40.78069477682639, -73.97536816444604 40.78088863879925))",4,1941,2,['Mexican Hall']
109,"POLYGON ((-73.97536816444604 40.78088863879925, -73.97526894375126 40.7810367066053, -73.97478199911076 40.78084131816021, -73.97488427274999 40.78069477682639, -73.97536816444604 40.78088863879925))",4,1941,3,['Races of Man Hall']
110,"POLYGON ((-73.97536816444604 40.78088863879925, -73.97526894375126 40.7810367066053, -73.97478199911076 40.78084131816021, -73.97488427274999 40.78069477682639, -73.97536816444604 40.78088863879925))",4,1941,4,['Morgan Hall']
111,"POLYGON ((-73.97536816444604 40.78088863879925, -73.97526894375126 40.7810367066053, -73.97478199911076 40.78084131816021, -73.97488427274999 40.78069477682639, -73.97536816444604 40.78088863879925))",4,1942,3,['Hall of the Natural History of Man']
112,"POLYGON ((-73.97536816444604 40.78088863879925, -73.97526894375126 40.7810367066053, -73.97478199911076 40.78084131816021, -73.97488427274999 40.78069477682639, -73.97536816444604 40.78088863879925))",4,1943,1,"['Eastern Indians', 'Woodland Indians', 'Woodland Indians Hall']"
113,"POLYGON ((-73.97536816444604 40.78088863879925, -73.97526894375126 40.7810367066053, -73.97478199911076 40.78084131816021, -73.97488427274999 40.78069477682639, -73.97536816444604 40.78088863879925))",4,1943,2,"['Hall of Mexican and Central American Archaeology', 'Indians of Mexico and Central America', 'Mexico and Central America']"
114,"POLYGON ((-73.97536816444604 40.78088863879925, -73.97526894375126 40.7810367066053, -73.97478199911076 40.78084131816021, -73.97488427274999 40.78069477682639, -73.97536816444604 40.78088863879925))",4,1943,3,"['Biology of Man', 'Hall of the Natural History of Man']"
115,"POLYGON ((-73.97536816444604 40.78088863879925, -73.97526894375126 40.7810367066053, -73.97478199911076 40.78084131816021, -73.97488427274999 40.78069477682639, -73.97536816444604 40.78088863879925))",4,1943,4,"['Minerals and Gems', 'Morgan Memorial Hall of Minerals and Gems']"
116,"POLYGON ((-73.97536816444604 40.78088863879925, -73.97526894375126 40.7810367066053, -73.97478199911076 40.78084131816021, -73.97488427274999 40.78069477682639, -73.97536816444604 40.78088863879925))",4,1944,2,"['Hall of Mexican and Central American Archaeology', 'Mexican Hall']"
117,"POLYGON ((-73.97536816444604 40.78088863879925, -73.97526894375126 40.7810367066053, -73.97478199911076 40.78084131816021, -73.97488427274999 40.78069477682639, -73.97536816444604 40.78088863879925))",4,1944,3,['Hall of Comparative Anatomy']
118,"POLYGON ((-73.97536816444604 40.78088863879925, -73.97526894375126 40.7810367066053, -73.97478199911076 40.78084131816021, -73.97488427274999 40.78069477682639, -73.97536816444604 40.78088863879925))",4,1945,1,"['Eastern Indians', 'Eastern Woodlands Indian Hall', 'Woodland Indians Hall']"
119,"POLYGON ((-73.97536816444604 40.78088863879925, -73.97526894375126 40.7810367066053, -73.97478199911076 40.78084131816021, -73.97488427274999 40.78069477682639, -73.97536816444604 40.78088863879925))",4,1945,2,"['Indians of Mexico and Central America', 'Mexico and Central America']"
120,"POLYGON ((-73.97536816444604 40.78088863879925, -73.97526894375126 40.7810367066053, -73.97478199911076 40.78084131816021, -73.97488427274999 40.78069477682639, -73.97536816444604 40.78088863879925))",4,1945,3,"['Biology of Man', 'Hall of the Natural History of Man']"
121,"POLYGON ((-73.97536816444604 40.78088863879925, -73.97526894375126 40.7810367066053, -73.97478199911076 40.78084131816021, -73.97488427274999 40.78069477682639, -73.97536816444604 40.78088863879925))",4,1945,4,"['Hall of Minerals', 'Hall of Minerals and Gems', 'Minerals-Gems', 'Morgan Memorial Hall of Minerals and Gems']"
122,"POLYGON ((-73.97536816444604 40.78088863879925, -73.97526894375126 40.7810367066053, -73.97478199911076 40.78084131816021, -73.97488427274999 40.78069477682639, -73.97536816444604 40.78088863879925))",4,1946,3,['Hall of Comparative Anatomy']
123,"POLYGON ((-73.97536816444604 40.78088863879925, -73.97526894375126 40.7810367066053, -73.97478199911076 40.78084131816021, -73.97488427274999 40.78069477682639, -73.97536816444604 40.78088863879925))",4,1947,1,"['Eastern Indians', 'Eastern Woodlands Indian Hall', 'Woodland Indians Hall']"
124,"POLYGON ((-73.97536816444604 40.78088863879925, -73.97526894375126 40.7810367066053, -73.97478199911076 40.78084131816021, -73.97488427274999 40.78069477682639, -73.97536816444604 40.78088863879925))",4,1947,2,"['Indians of Mexico and Central America', 'Mexico and Central America']"
125,"POLYGON ((-73.97536816444604 40.78088863879925, -73.97526894375126 40.7810367066053, -73.97478199911076 40.78084131816021, -73.97488427274999 40.78069477682639, -73.97536816444604 40.78088863879925))",4,1947,3,"['Biology of Man', 'Hall of the Natural History of Man']"
126,"POLYGON ((-73.97536816444604 40.78088863879925, -73.97526894375126 40.7810367066053, -73.97478199911076 40.78084131816021, -73.97488427274999 40.78069477682639, -73.97536816444604 40.78088863879925))",4,1947,4,"['Hall of Minerals', 'Hall of Minerals and Gems', 'Minerals-Gems', 'Morgan Memorial Hall of Minerals and Gems']"
127,"POLYGON ((-73.97536816444604 40.78088863879925, -73.97526894375126 40.7810367066053, -73.97478199911076 40.78084131816021, -73.97488427274999 40.78069477682639, -73.97536816444604 40.78088863879925))",4,1949,1,"['Eastern Indians', 'Eastern Woodlands Indian Hall', 'Woodland Indians Hall']"
128,"POLYGON ((-73.97536816444604 40.78088863879925, -73.97526894375126 40.7810367066053, -73.97478199911076 40.78084131816021, -73.97488427274999 40.78069477682639, -73.97536816444604 40.78088863879925))",4,1949,2,"['Indians of Mexico and Central America', 'Mexican Hall', 'Mexico and Central America']"
129,"POLYGON ((-73.97536816444604 40.78088863879925, -73.97526894375126 40.7810367066053, -73.97478199911076 40.78084131816021, -73.97488427274999 40.78069477682639, -73.97536816444604 40.78088863879925))",4,1949,3,"['Biology of Man', 'Hall of the Natural History of Man']"
130,"POLYGON ((-73.97536816444604 40.78088863879925, -73.97526894375126 40.7810367066053, -73.97478199911076 40.78084131816021, -73.97488427274999 40.78069477682639, -73.97536816444604 40.78088863879925))",4,1949,4,"['Hall of Minerals', 'Hall of Minerals and Gems', 'Minerals-Gems', 'Morgan Memorial Hall of Minerals and Gems']"
131,"POLYGON ((-73.97536816444604 40.78088863879925, -73.97526894375126 40.7810367066053, -73.97478199911076 40.78084131816021, -73.97488427274999 40.78069477682639, -73.97536816444604 40.78088863879925))",4,1952,1,"['Hall of Human Biology', 'Hall of the Biology of Man']"
132,"POLYGON ((-73.97536816444604 40.78088863879925, -73.97526894375126 40.7810367066053, -73.97478199911076 40.78084131816021, -73.97488427274999 40.78069477682639, -73.97536816444604 40.78088863879925))",4,1953,1,"['Eastern Indians', 'Hall of Human Biology', 'Under Construction']"
133,"POLYGON ((-73.97536816444604 40.78088863879925, -73.97526894375126 40.7810367066053, -73.97478199911076 40.78084131816021, -73.97488427274999 40.78069477682639, -73.97536816444604 40.78088863879925))",4,1953,2,"['Indians of Mexico and Central America', 'Mexican and Central American Hall', 'Mexico and Central America']"
134,"POLYGON ((-73.97536816444604 40.78088863879925, -73.97526894375126 40.7810367066053, -73.97478199911076 40.78084131816021, -73.97488427274999 40.78069477682639, -73.97536816444604 40.78088863879925))",4,1953,3,"['Biology of Man', 'Hall of the Natural History of Man']"
135,"POLYGON ((-73.97536816444604 40.78088863879925, -73.97526894375126 40.7810367066053, -73.97478199911076 40.78084131816021, -73.97488427274999 40.78069477682639, -73.97536816444604 40.78088863879925))",4,1953,4,"['Minerals and Gems', 'Morgan Hall of  Minerals and Gems', 'Morgan Memorial Hall of Minerals and Gems']"
136,"POLYGON ((-73.97536816444604 40.78088863879925, -73.97526894375126 40.7810367066053, -73.97478199911076 40.78084131816021, -73.97488427274999 40.78069477682639, -73.97536816444604 40.78088863879925))",4,1954,1,['Hall of Biology of Man']
137,"POLYGON ((-73.97536816444604 40.78088863879925, -73.97526894375126 40.7810367066053, -73.97478199911076 40.78084131816021, -73.97488427274999 40.78069477682639, -73.97536816444604 40.78088863879925))",4,1954,4,['Morgan Hall']
138,"POLYGON ((-73.97536816444604 40.78088863879925, -73.97526894375126 40.7810367066053, -73.97478199911076 40.78084131816021, -73.97488427274999 40.78069477682639, -73.97536816444604 40.78088863879925))",4,1955,1,['Hall of the Biology of Man']
139,"POLYGON ((-73.97536816444604 40.78088863879925, -73.97526894375126 40.7810367066053, -73.97478199911076 40.78084131816021, -73.97488427274999 40.78069477682639, -73.97536816444604 40.78088863879925))",4,1956,1,"['Biology of Man Hall', 'Hall of the Biology of Man']"
140,"POLYGON ((-73.97536816444604 40.78088863879925, -73.97526894375126 40.7810367066053, -73.97478199911076 40.78084131816021, -73.97488427274999 40.78069477682639, -73.97536816444604 40.78088863879925))",4,1956,2,"['Indians of Mexico and Central America', 'Mexican and Central American Hall']"
141,"POLYGON ((-73.97536816444604 40.78088863879925, -73.97526894375126 40.7810367066053, -73.97478199911076 40.78084131816021, -73.97488427274999 40.78069477682639, -73.97536816444604 40.78088863879925))",4,1956,3,['Hall of the Natural History of Man']
142,"POLYGON ((-73.97536816444604 40.78088863879925, -73.97526894375126 40.7810367066053, -73.97478199911076 40.78084131816021, -73.97488427274999 40.78069477682639, -73.97536816444604 40.78088863879925))",4,1956,4,"['Minerals and Gems', 'Morgan Hall of  Minerals and Gems', 'Morgan Memorial Hall of Minerals and Gems']"
143,"POLYGON ((-73.97536816444604 40.78088863879925, -73.97526894375126 40.7810367066053, -73.97478199911076 40.78084131816021, -73.97488427274999 40.78069477682639, -73.97536816444604 40.78088863879925))",4,1957,1,['Hall of the Biology of Man']
144,"POLYGON ((-73.97536816444604 40.78088863879925, -73.97526894375126 40.7810367066053, -73.97478199911076 40.78084131816021, -73.97488427274999 40.78069477682639, -73.97536816444604 40.78088863879925))",4,1958,1,"['Biology of Man Hall', 'Hall of the Biology of Man']"
145,"POLYGON ((-73.97536816444604 40.78088863879925, -73.97526894375126 40.7810367066053, -73.97478199911076 40.78084131816021, -73.97488427274999 40.78069477682639, -73.97536816444604 40.78088863879925))",4,1958,2,"['Indians of Mexico and Central America', 'Mexican and Central American Hall']"
146,"POLYGON ((-73.97536816444604 40.78088863879925, -73.97526894375126 40.7810367066053, -73.97478199911076 40.78084131816021, -73.97488427274999 40.78069477682639, -73.97536816444604 40.78088863879925))",4,1958,3,['Hall of the Natural History of Man']
147,"POLYGON ((-73.97536816444604 40.78088863879925, -73.97526894375126 40.7810367066053, -73.97478199911076 40.78084131816021, -73.97488427274999 40.78069477682639, -73.97536816444604 40.78088863879925))",4,1958,4,"['Minerals and Gems', 'Morgan Hall of  Minerals and Gems', 'Morgan Memorial Hall of Minerals and Gems', 'Morgan Memorial Hall of Minerals and Gems']"
148,"POLYGON ((-73.97536816444604 40.78088863879925, -73.97526894375126 40.7810367066053, -73.97478199911076 40.78084131816021, -73.97488427274999 40.78069477682639, -73.97536816444604 40.78088863879925))",4,1959,1,['Hall of the Biology of Man']
149,"POLYGON ((-73.97536816444604 40.78088863879925, -73.97526894375126 40.7810367066053, -73.97478199911076 40.78084131816021, -73.97488427274999 40.78069477682639, -73.97536816444604 40.78088863879925))",4,1959,3,['Hall of the Indians of the Eastern Woodlands and the Plains']
150,"POLYGON ((-73.97536816444604 40.78088863879925, -73.97526894375126 40.7810367066053, -73.97478199911076 40.78084131816021, -73.97488427274999 40.78069477682639, -73.97536816444604 40.78088863879925))",4,1960,1,['Hall of the Biology of Man ']
151,"POLYGON ((-73.97536816444604 40.78088863879925, -73.97526894375126 40.7810367066053, -73.97478199911076 40.78084131816021, -73.97488427274999 40.78069477682639, -73.97536816444604 40.78088863879925))",4,1960,3,"['Eastern Woodlands-Plain Indians Hall', 'Eastern Woodlands-Plains Indians']"
152,"POLYGON ((-73.97536816444604 40.78088863879925, -73.97526894375126 40.7810367066053, -73.97478199911076 40.78084131816021, -73.97488427274999 40.78069477682639, -73.97536816444604 40.78088863879925))",4,1960,4,['Morgan Hall']
153,"POLYGON ((-73.97536816444604 40.78088863879925, -73.97526894375126 40.7810367066053, -73.97478199911076 40.78084131816021, -73.97488427274999 40.78069477682639, -73.97536816444604 40.78088863879925))",4,1961,1,['Hall of the Biology of Man']
154,"POLYGON ((-73.97536816444604 40.78088863879925, -73.97526894375126 40.7810367066053, -73.97478199911076 40.78084131816021, -73.97488427274999 40.78069477682639, -73.97536816444604 40.78088863879925))",4,1961,3,"['Eastern Woodlands-Plains Indians', 'Hall of Eastern Woodlands and Plains Indians']"
155,"POLYGON ((-73.97536816444604 40.78088863879925, -73.97526894375126 40.7810367066053, -73.97478199911076 40.78084131816021, -73.97488427274999 40.78069477682639, -73.97536816444604 40.78088863879925))",4,1962,1,"['Biology of Man', 'Hall of the Biology of Man', 'Hall of the Biology of Man ']"
156,"POLYGON ((-73.97536816444604 40.78088863879925, -73.97526894375126 40.7810367066053, -73.97478199911076 40.78084131816021, -73.97488427274999 40.78069477682639, -73.97536816444604 40.78088863879925))",4,1962,2,"['Hall of Mexico and Central America', 'Mexico and Central America']"
157,"POLYGON ((-73.97536816444604 40.78088863879925, -73.97526894375126 40.7810367066053, -73.97478199911076 40.78084131816021, -73.97488427274999 40.78069477682639, -73.97536816444604 40.78088863879925))",4,1962,3,"['Exhibit in Preparation', 'Hall of Eastern Woodlands and Plains Indians', 'Hall of Eastern Woodlands Indians']"
158,"POLYGON ((-73.97536816444604 40.78088863879925, -73.97526894375126 40.7810367066053, -73.97478199911076 40.78084131816021, -73.97488427274999 40.78069477682639, -73.97536816444604 40.78088863879925))",4,1962,4,"['Hall of Minerals and Gems', 'Minerals and Gems', 'Morgan Memorial']"
159,"POLYGON ((-73.97536816444604 40.78088863879925, -73.97526894375126 40.7810367066053, -73.97478199911076 40.78084131816021, -73.97488427274999 40.78069477682639, -73.97536816444604 40.78088863879925))",4,1963,1,['Hall of the Biology of Man']
160,"POLYGON ((-73.97536816444604 40.78088863879925, -73.97526894375126 40.7810367066053, -73.97478199911076 40.78084131816021, -73.97488427274999 40.78069477682639, -73.97536816444604 40.78088863879925))",4,1963,3,['Hall of Eastern Woodlands and Plains Indians']
